OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-WI,USGS Wisconsin Water Science Center,USGS-460308088130601,42N 31W 08BCD 01,Well,,04030107,,,,,46.05222220000000,-88.2183333000000,24000,1,seconds,Interpolated from MAP.,NAD83,1325,feet,10,feet,Interpolated from topographic map.,NGVD29,US,26,071,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,Unconfined single aquifer,19780611,86,ft,86,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-461427087171001,44N 24W 03 BDB  01,Well,,04030110,,,,,46.23994440000000,-87.2861388900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1135,feet,5,feet,Interpolated from topographic map.,NGVD29,US,26,103,Cambrian-Ordovician aquifer system,,Paleozoic Sandstone,,1981,31,ft,31,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-461703088043901,45N 30W 20ADA 01,Well,,04030107,,,,,46.28416667000000,-88.0775000000000,24000,1,seconds,Interpolated from MAP.,NAD83,1519,feet,10,feet,Interpolated from topographic map.,NGVD29,US,26,103,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,Unconfined single aquifer,19941028,67,ft,67,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-461739087192201,45N 24W 16CBC 01,Well,,04030110,,,,,46.29416667000000,-87.3227778000000,24000,1,seconds,Interpolated from MAP.,NAD83,1135,feet,8,feet,Interpolated from topographic map.,NGVD29,US,26,103,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,Unconfined single aquifer,19980618,41,ft,41,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-462416088191901,46N 32W 09BB 01,Well,,04030107,,,,,46.40363889000000,-88.3222222000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1631,feet,8,feet,Interpolated from topographic map.,NGVD29,US,26,071,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,Unconfined single aquifer,19911025,60,ft,60,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-464026090525801,BA-49/04W/33-0134,Well,,04010301,,,,,46.67388889000000,-90.8827778000000,24000,1,seconds,Interpolated from MAP.,NAD83,625.00,feet,4,feet,Interpolated from Digital Elevation Model,NAVD88,US,55,007,Other aquifers,,Lake Superior Sedimentary Rock,,19681101,605,ft,605,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-01595300,"ABRAM CREEK AT OAKMONT, WV",Stream,,02070002,42.7,sq mi,,,39.36676569000000,-79.1789244900000,,Unknown,Unknown,Interpolated from MAP.,NAD83,1834.9,feet,.11,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,54,057,,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-01610195,"PARKER HOLLOW RUN AT NEEDMORE, WV","Lake, Reservoir, Impoundment",,02070003,6.7,sq mi,,,39.04277778000000,-78.7977778000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1538.06,feet,.15,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,54,031,,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-01614000,"BACK CREEK NEAR JONES SPRINGS, WV",Stream,,02070004,235,sq mi,,,39.51204187000000,-78.0372224000000,,.5,seconds,Interpolated from MAP.,NAD83,416.12,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,54,003,,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-01616500,"OPEQUON CREEK NEAR MARTINSBURG, WV",Stream,,02070004,272,sq mi,,,39.42371047000000,-77.9386084000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,354.67,feet,.08,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,54,003,,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-03049930,"ELKWATER FORK NEAR SPANGLER, WV","Lake, Reservoir, Impoundment",,05020001,8.40,sq mi,,,38.59833330000000,-80.0611111000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2321.74,feet,.11,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,54,083,,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-03050400,"TYGART VALLEY RIVER AT ELKINS, WV",Stream,,05020001,,,,,38.91677326000000,-79.8450680000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,54,083,,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-03159600,"OHIO RIVER AT LOCK AND DAM 22 AT RAVENSWOOD, WV",Stream,,05030202,,,,,38.94091448000000,-81.7612424000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,54,035,,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-371825081313401,Mcd-0225,Well,,05070201,,,,,37.30704444000000,-81.5261194000000,,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2523.79,feet,8,feet,Interpolated from Digital Elevation Model,NAVD88,US,54,047,Pennsylvanian aquifers,,Pocahontas Formation,,,438.0,ft,438.0,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-374425081523601,"048.0 GUYANDOTTE RIVER AT MAN, W. VA.",Stream,,05070101,,,,,37.74038500000000,-81.8765079000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,54,045,,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-374540080303001,Grb-0296,Well,,05050003,,,,,37.76116667000000,-80.5084444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2090,feet,10,feet,Interpolated from Digital Elevation Model,NGVD29,US,54,025,,,Greenbrier Limestone,,,660,ft,660,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-375523080495601,Fay-0234,Well,,05050005,,,,,37.92317209000000,-80.8320352000000,24000,1,seconds,Interpolated from MAP.,NAD83,2460.00,feet,20,feet,Interpolated from topographic map.,NGVD29,US,54,019,Mississippian aquifers,,Mauch Chunk Formation,,,250,ft,250,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-380700082355401,"074.0 TUG FORK AT FORT GAY, WV",Stream,,05070201,1559.00,sq mi,,,38.11675430000000,-82.5982119000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,54,099,,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-381727079555401,Poc-0247,Well,,05050003,,,,,38.29095419000000,-79.9314481000000,24000,1,seconds,Interpolated from MAP.,NAD83,2660.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,54,075,Valley and Ridge aquifers,,,,1969,180,ft,180,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-382533079493401,Poc-0193,Well,,05050003,,,,,38.42595184000000,-79.8258904000000,24000,1,seconds,Interpolated from MAP.,NAD83,2700.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,54,075,Valley and Ridge aquifers,,Marcellus Shale,,,144,ft,144,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-383907080232101,Web-0239,Well,,05050007,,,,,38.65194444000000,-80.3891667000000,24000,1,seconds,Interpolated from MAP.,NAD83,1480,feet,20,feet,Interpolated from topographic map.,NGVD29,US,54,101,,,Kanawha Formation,,,130,ft,130,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-384401079584939,C03.0MILL CR @ HWY 46 BR @ MILL CREEK WV,Stream,,05020001,16.28,sq mi,,,38.73371980000000,-79.9800704000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,54,083,,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-384811082121801,OHIO RIVER AT GALLIPOLIS,Stream,,05090101,,,,,38.80305556000000,-82.2050000000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,54,053,,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-384922081334102,Jac-0171,Well: Multiple wells,,05030202,,,,,38.82268056000000,-81.5613056000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,651,feet,3,feet,Interpolated from Digital Elevation Model,NAVD88,US,54,035,,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-385507079313901,Ran-0260,Well,,05020004,,,,,38.91872127000000,-79.5272756000000,24000,1,seconds,Interpolated from MAP.,NAD83,2380,feet,20,feet,Interpolated from topographic map.,NGVD29,US,54,083,Valley and Ridge aquifers,,Pocono Formation,,19820101,222,ft,222,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-385740079065201,MILL CREEK NR MOUTH,Stream,,02070001,,,,,38.96122145000000,-79.1142012000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,54,023,,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-390235079240301,Tuc-0124,Well,,05020004,,,,,39.04305556000000,-79.4008333000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3270,feet,10,feet,Interpolated from topographic map.,NGVD29,US,54,093,Mississippian aquifers,,Greenbrier Limestone,,199310,100,ft,100,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-391614077523501,Jef-0481,Well,,02070007,,,,,39.27065720000000,-77.8761066800000,24000,1,seconds,Interpolated from MAP.,NAD83,520.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,54,037,Valley and Ridge aquifers,,Beekmantown Group,,19780101,325,ft,325,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-391720081334701,OHIO RIVER @ MILE 183.0,Stream,,05030202,,,,,39.28896380000000,-81.5629026000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,54,107,,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-391733077471001,"FLOWING SPRING RUN AT MILLVILLE, WV",Stream,,02070007,8.66,sq mi,,,39.29252778000000,-77.7862500000000,,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,54,037,,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-391740077473301,Jef-0465,Well,,02070007,,,,,39.29454560000000,-77.7922161900000,24000,1,seconds,Interpolated from MAP.,NAD83,360.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,54,037,Valley and Ridge aquifers,,Waynesboro Formation,,19620101,125,ft,125,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-391815077575101,Jef-0484,Well,,02070004,,,,,39.30426796000000,-77.9638863000000,24000,1,seconds,Interpolated from MAP.,NAD83,515.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,54,037,Valley and Ridge aquifers,,Beekmantown Group,,19670101,185,ft,185,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-391839077563101,Jef-0579,Well,,02070004,,,,,39.31072220000000,-77.9419167000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,552,feet,5,feet,Altimeter.,NGVD29,US,54,037,Valley and Ridge aquifers,,Rockdale Run Formation,,20010821,205,ft,205,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-391851078265401,Hmp-0370S,Spring,,02070003,,,,,39.31426698000000,-78.4480638000000,24000,1,seconds,Interpolated from MAP.,NAD83,920.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,54,027,Valley and Ridge aquifers,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-391915077502801,Jef-0711,Well,,02070007,,,,,39.32091667000000,-77.8412222000000,,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,474,feet,1,feet,Global Positioning System.,NGVD29,US,54,037,Valley and Ridge aquifers,,Conococheague Group,,19990719,293,ft,293,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-391927079325901,Pre-0166,Well,,05020006,,,,,39.32406389000000,-79.5496333000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2630,feet,10,feet,Interpolated from topographic map.,NGVD29,US,54,077,Mississippian aquifers,,Pocono Formation,,19930913,100,ft,100,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-391950078032900,Ber-0039(Lefevre Spring),Spring,,02070004,,,,,39.33155556000000,-78.0579722000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,555,feet,5,feet,Interpolated from topographic map.,NGVD29,US,54,003,Valley and Ridge aquifers,,Rockdale Run Formation,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-392010077455201,Jef-0504S,Spring,,02070004,,,,,39.33621179000000,-77.7641600900000,24000,5,seconds,Interpolated from MAP.,NAD83,400.00,feet,20,feet,Interpolated from topographic map.,NGVD29,US,54,037,Valley and Ridge aquifers,,Tomstown Dolomite,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-392012077474402,Jef-0805,Well: Multiple wells,,02070004,,,,,39.33668056000000,-77.7954222000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,430,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,54,037,,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-392054077522301,Jef-0713,Well,,02070004,,,,,39.34825000000000,-77.8731667000000,,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,589,feet,1,feet,Global Positioning System.,NGVD29,US,54,037,Valley and Ridge aquifers,,Conococheague Group,,1987,360,ft,360,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-392115077503201,Jef-0472,Well,,02070004,,,,,39.35426710000000,-77.8419395000000,24000,1,seconds,Interpolated from MAP.,NAD83,570.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,54,037,Valley and Ridge aquifers,,Conococheague Group,,19660101,445,ft,445,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-392119077514801,Jef-0714,Well,,02070004,,,,,39.35538889000000,-77.8633056000000,,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,570,feet,1,feet,Global Positioning System.,NGVD29,US,54,037,Valley and Ridge aquifers,,Conococheague Group,,1990,355,ft,355,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-392148077444201,Jef-0640,Well,,02070004,,,,,39.36333330000000,-77.7450000000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,300,feet,10,feet,Interpolated from topographic map.,NGVD29,US,54,037,Valley and Ridge aquifers,,Tomstown Dolomite,,,100,ft,100,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-392158077525301,Jef-0578,Well,,02070004,,,,,39.36634167000000,-77.8815722000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,600,feet,010,feet,Interpolated from topographic map.,NAVD88,US,54,037,Valley and Ridge aquifers,,Conococheague Group,Unconfined single aquifer,19990319,300.0,ft,300.0,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-392315078373801,Hmp-0394,Well,,02070003,,,,,39.38760830000000,-78.6272000000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,1098,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,54,027,,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-392424078085501,Ber-0463,Well,,02070004,,,,,39.40676570000000,-78.1483357000000,24000,1,seconds,Interpolated from MAP.,NAD83,540.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,54,003,Valley and Ridge aquifers,,Marcellus Shale,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-392438077473401,Jef-0726,Well,,02070004,,,,,39.41061110000000,-77.7928611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,407,feet,1,feet,Global Positioning System.,NGVD29,US,54,037,Valley and Ridge aquifers,,Elbrook Formation,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-392454077542701,Ber-0857,Well: Multiple wells,,02070004,,,,,39.41511110000000,-77.9075778000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,486,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,54,003,,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-392458077502201,Jef-0649,Well,,02070004,,,,,39.41611110000000,-77.8395278000000,,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,525,feet,1,feet,Global Positioning System.,NGVD29,US,54,037,Valley and Ridge aquifers,,Elbrook Formation,,,232,ft,232,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-392541078555401,Min-0176,Well,,02070002,,,,,39.42800000000000,-78.9316944000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,960,feet,10,feet,Interpolated from Digital Elevation Model,NGVD29,US,54,057,,,Onesquethaw Formation,,,650,ft,650,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-392654078355302,Hmp-0329,Well,,02070003,,,,,39.44842810000000,-78.5977913000000,,1,seconds,Interpolated from MAP.,NAD83,1220.00,feet,50,feet,Interpolated from topographic map.,NGVD29,US,54,027,,,,,19680101,640,ft,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-392812077585900,Ber-0251(Kilmer Spring),Spring,,02070004,,,,,39.47065400000000,-77.9833319000000,24000,1,seconds,Interpolated from MAP.,NAD83,480,feet,10,feet,Interpolated from topographic map.,NGVD29,US,54,003,Valley and Ridge aquifers,,Beekmantown Group,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-392951079492701,Pre-0160,Well,,05020003,,,,,39.49758560000000,-79.8239497000000,24000,1,seconds,Interpolated from MAP.,NAD83,1700.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,54,077,Pennsylvanian aquifers,,,,1965,110,ft,110,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-393106078513401,Min-0171,Well,,02070002,,,,,39.51819444000000,-78.8595556000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1500,feet,10,feet,Interpolated from topographic map.,NGVD29,US,54,057,Valley and Ridge aquifers,,Oriskany Formation,,1992,420,ft,420,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-393418078132201,Mrg-0070,Well,,02070004,,,,,39.57176136000000,-78.2225066000000,24000,1,seconds,Interpolated from MAP.,NAD83,640.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,54,065,Valley and Ridge aquifers,,Upper-Middle Devonian Series,,1983,100,ft,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-393420078131702,Mrg-0072,Well,,02070004,,,,,39.57231690000000,-78.2211177000000,24000,1,seconds,Interpolated from MAP.,NAD83,635.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,54,065,Valley and Ridge aquifers,,Upper-Middle Devonian Series,,198506,100,ft,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-393620078042601,Mrg-0036,Well,,02070004,,,,,39.60565086000000,-78.0736132800000,,1,seconds,Interpolated from MAP.,NAD83,600.00,feet,20,feet,Interpolated from topographic map.,NGVD29,US,54,065,Valley and Ridge aquifers,,Mahantango Formation,,19580101,98.0,ft,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-393707078173501,Mrg-0180,Well,,02070003,,,,,39.61852778000000,-78.2931667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,520,feet,10,feet,Interpolated from topographic map.,NGVD29,US,54,065,,,Helderberg Group,,,135,ft,135,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-393730078472701,Min-0177,Well,,02070002,,,,,39.62511110000000,-78.7907222000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,880,feet,10,feet,Interpolated from Digital Elevation Model,NGVD29,US,54,057,,,Tonoloway and Wills Creek Formations,,1994,800,ft,800,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-393948079381301,Pre-0142,Well,,05020004,,,,,39.66341386000000,-79.6367146000000,24000,1,seconds,Interpolated from MAP.,NAD83,1540.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,54,077,Pennsylvanian aquifers,,,,19700101,135,ft,135,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-395516080451501,OHIO RIVER AT MOUNDSVILLE,Stream,,05030106,,,,,39.92111110000000,-80.7541667000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,54,051,,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,WV002-391540079153001,GRA01205,"Lake, Reservoir, Impoundment",,02070002,,,,,39.26121615000000,-79.2580957000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,54,023,,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,WV002-391909077495401,Jef-0574,Well: Multiple wells,,02070007,,,,,39.31926759000000,-77.8313837000000,,10,seconds,Interpolated from MAP.,NAD83,,,,,,,US,54,037,,,,Confined single aquifer,,,,,,NWIS
